Symbol,Particular,080-081Q3,080-081Q4,081-082Q1,081-082Q2,081-082Q3,081-082Q4,082-083Q1,082-083Q2,080-081Q2,082-083Q3,Date,Open,High,Low,Close,Percent Change,Volume,Turn Over,082-083Q4
BBC,,,,,,,,,,,,2026-07-14,4053.7,4128.0,4021.1,4128.0,1.43 %,240.00,"977,466.00",
BBC,,,,,,,,,,,,2026-07-13,4091.0,4148.0,4055.0,4070.0,-2.35 %,272.00,"1,109,267.00",
BBC,,,,,,,,,,,,2026-07-10,4195.0,4198.9,4100.0,4168.0,1.63 %,205.00,"847,833.00",
BBC,,,,,,,,,,,,2026-07-09,4115.0,4194.0,4101.0,4101.0,-2.70 %,155.00,"638,956.00",
BBC,,,,,,,,,,,,2026-07-08,4112.0,4235.0,4112.0,4215.0,-0.19 %,223.00,"928,016.00",
BBC,,,,,,,,,,,,2026-07-07,4238.0,4238.0,4150.0,4223.0,2.10 %,623.00,"2,618,055.00",
BBC,,,,,,,,,,,,2026-07-06,4192.0,4263.9,4136.0,4136.0,-3.50 %,351.00,"1,472,100.00",
BBC,,,,,,,,,,,,2026-07-03,4298.9,4298.9,4201.0,4286.0,0.61 %,127.00,"541,756.50",
BBC,,,,,,,,,,,,2026-07-02,4160.3,4277.0,4160.3,4260.0,-0.44 %,150.00,"633,797.00",
BBC,,,,,,,,,,,,2026-07-01,4234.9,4280.0,4126.1,4279.0,2.81 %,375.00,"1,581,014.00",
BBC,,,,,,,,,,,,2026-06-30,4141.0,4261.0,4141.0,4162.0,-2.00 %,193.00,"809,019.00",
BBC,,,,,,,,,,,,2026-06-29,4279.9,4280.0,4155.0,4246.9,-0.31 %,211.00,"891,927.00",
BBC,,,,,,,,,,,,2026-06-26,4290.0,4293.0,4190.0,4260.0,1.43 %,254.00,"1,076,835.00",
BBC,,,,,,,,,,,,2026-06-25,4298.0,4333.0,4185.2,4200.0,-2.28 %,200.00,"851,301.00",
BBC,,,,,,,,,,,,2026-06-24,4123.0,4480.0,4123.0,4298.0,1.13 %,602.00,"2,545,612.00",
BBC,,,,,,,,,,,,2026-06-23,4250.0,4345.0,4220.5,4250.1,-1.73 %,280.00,"1,202,143.00",
BBC,,,,,,,,,,,,2026-06-22,4349.0,4349.0,4191.1,4325.0,0.93 %,694.00,"2,983,695.00",
BBC,,,,,,,,,,,,2026-06-19,4285.0,4300.0,4181.0,4285.0,0.73 %,496.00,"2,098,780.40",
BBC,,,,,,,,,,,,2026-06-18,4270.0,4270.0,4175.0,4254.0,0.33 %,348.00,"1,468,325.00",
BBC,,,,,,,,,,,,2026-06-17,4100.0,4289.0,4100.0,4240.0,-0.68 %,160.00,"677,463.00",
BBC,,,,,,,,,,,,2026-06-16,4400.0,4400.0,4186.0,4269.0,0.45 %,220.00,"939,450.00",
BBC,,,,,,,,,,,,2026-06-15,4310.0,4310.0,4234.0,4250.0,-1.39 %,140.00,"596,335.00",
BBC,,,,,,,,,,,,2026-06-12,4300.0,4324.9,4218.0,4310.0,0.42 %,341.00,"1,459,686.00",
BBC,,,,,,,,,,,,2026-06-11,4310.0,4340.0,4291.1,4292.0,-1.33 %,266.00,"1,146,943.50",
BBC,,,,,,,,,,,,2026-06-10,4261.0,4388.0,4261.0,4350.0,-0.46 %,198.00,"857,028.00",
BBC,,,,,,,,,,,,2026-06-09,4425.0,4425.0,4206.0,4370.0,-0.41 %,"1,549.00","6,641,321.00",
BBC,,,,,,,,,,,,2026-06-08,4388.1,4450.0,4296.0,4388.0,-1.94 %,"1,266.00","5,488,174.00",
BBC,,,,,,,,,,,,2026-06-05,4482.1,4510.0,4400.0,4475.0,-0.16 %,493.00,"2,188,995.50",
BBC,,,,,,,,,,,,2026-06-04,4570.0,4584.0,4457.0,4482.1,-1.92 %,258.00,"1,168,940.00",
BBC,,,,,,,,,,,,2026-06-03,4444.0,4599.0,4444.0,4570.0,-0.22 %,480.00,"2,188,464.00",
BBC,,,,,,,,,,,,2026-06-02,4500.0,4600.0,4271.1,4580.0,1.44 %,"3,117.00","13,860,861.50",
BBC,,,,,,,,,,,,2026-06-01,4600.0,4738.0,4466.0,4515.0,-6.64 %,"2,775.00","12,697,380.00",
BBC,,,,,,,,,,,,2026-05-27,4879.0,4880.0,4751.0,4836.0,0.54 %,391.00,"1,884,349.00",
BBC,,,,,,,,,,,,2026-05-26,4800.0,4823.9,4755.0,4810.0,-0.10 %,200.00,"957,791.00",
BBC,,,,,,,,,,,,2026-05-25,4818.9,4832.9,4766.1,4815.0,0.31 %,215.00,"1,030,517.80",
ACLBSL,PE Ratio,,"-1,815.2",95.4,80.0,60.0,46.0,45.0,43.0,,28.7,,,,,,,,,
ACLBSL,PB Ratio,,9.4,8.0,8.0,7.4,7.6,6.3,6.0,,5.6,,,,,,,,,
ACLBSL,PS Ratio,,6.7,6.1,8.4,5.8,6.0,4.8,4.6,,4.4,,,,,,,,,
ACLBSL,ROE TTM,,8.47 %,12.14 %,12.33 %,16.79 %,17.67 %,14.87 %,21.48 %,,21.31 %,,,,,,,,,
ACLBSL,ROA TTM,,0.87 %,1.24 %,1.24 %,1.64 %,1.70 %,1.40 %,2.00 %,,2.05 %,,,,,,,,,
ACLBSL,Net Margin TTM,,6.37 %,9.24 %,9.65 %,12.68 %,13.15 %,10.68 %,15.21 %,,15.56 %,,,,,,,,,
ACLBSL,Asset Turnover TTM,,13.67 %,13.47 %,12.80 %,12.92 %,12.92 %,13.11 %,13.16 %,,13.16 %,,,,,,,,,
ACLBSL,EPS TTMYOY,,11.85-,17.02-,17.35-,23.73-,25.72116.94 %,22.0929.79 %,33.1190.85 %,,34.5345.53 %,,,,,,,,,
ACLBSL,BVPSYOY,,141.931.00 %,142.283.34 %,139.92-3.10 %,147.289.08 %,156.1810.04 %,157.4310.65 %,169.9821.49 %,,179.2121.68 %,,,,,,,,,
ACLBSL,Net Profit Till QtrYOY,,4.35 Cr.-,2.15 Cr.745.54 %,3.27 Cr.161.41 %,6.13 Cr.245.81 %,9.44 Cr.116.94 %,82.07 Lac.-61.86 %,5.98 Cr.83.08 %,,9.37 Cr.52.76 %,,,,,,,,,
ACLBSL,Revenue Till QtrYOY,,68.32 Cr.-8.26 %,16.21 Cr.-4.08 %,32.16 Cr.-6.72 %,50.88 Cr.0.78 %,71.80 Cr.5.09 %,20.35 Cr.25.53 %,40.26 Cr.25.21 %,,60.58 Cr.19.06 %,,,,,,,,,
ACLBSL,Net Profit TTMYOY,,4.35 Cr.-,6.25 Cr.-,6.37 Cr.-,8.71 Cr.-,9.44 Cr.116.94 %,8.11 Cr.29.79 %,12.15 Cr.90.85 %,,12.68 Cr.45.53 %,,,,,,,,,
ACLBSL,Revenue TTMYOY,,68.32 Cr.-8.26 %,67.63 Cr.-7.39 %,66.00 Cr.-6.70 %,68.71 Cr.-1.25 %,71.80 Cr.5.09 %,75.94 Cr.12.29 %,79.91 Cr.21.07 %,,81.50 Cr.18.61 %,,,,,,,,,
AKJCL,PE Ratio,,-489.5,-301.2,-179.7,-407.8,100.5,90.4,106.3,,170.7,,,,,,,,,
AKJCL,PB Ratio,,2.9,2.4,2.4,2.4,2.3,2.1,3.9,,4.2,,,,,,,,,
AKJCL,PS Ratio,,29.0,23.6,30.1,24.5,20.9,18.8,30.9,,35.8,,,,,,,,,
AKJCL,ROE TTM,,-,-,-,1.01 %,2.41 %,3.50 %,3.78 %,,2.50 %,,,,,,,,,
AKJCL,ROA TTM,,-0.74 %,-0.77 %,-0.49 %,0.75 %,1.68 %,2.39 %,2.62 %,,1.76 %,,,,,,,,,
AKJCL,Net Margin TTM,,-7.83 %,-8.83 %,-6.01 %,8.98 %,20.79 %,27.59 %,29.11 %,,20.96 %,,,,,,,,,
AKJCL,Asset Turnover TTM,,9.44 %,8.71 %,8.24 %,8.31 %,8.10 %,8.65 %,9.01 %,,8.38 %,,,,,,,,,
AKJCL,EPS TTMYOY,,-0.70-,-0.77-,-0.53-,0.85-,2.05-,3.08-,3.43-,,2.28167.35 %,,,,,,,,,
AKJCL,BVPSYOY,,86.95212.28 %,78.60179.42 %,89.29214.31 %,90.042.58 %,90.4115.62 %,91.9516.98 %,92.823.95 %,,92.422.65 %,,,,,,,,,
AKJCL,Net Profit Till QtrYOY,,-140.19 Lac.-,83.30 Lac.-14.00 %,1.87 Cr.22.50 %,"3.37 Cr.1,209.45 %",4.10 Cr.-,2.89 Cr.247.09 %,4.63 Cr.147.93 %,,3.83 Cr.13.82 %,,,,,,,,,
AKJCL,Revenue Till QtrYOY,,17.90 Cr.-6.87 %,5.36 Cr.-8.35 %,10.49 Cr.-2.48 %,15.18 Cr.8.05 %,19.74 Cr.10.24 %,7.96 Cr.48.40 %,14.34 Cr.36.66 %,,17.25 Cr.13.63 %,,,,,,,,,
AKJCL,Net Profit TTMYOY,,-140.19 Lac.-,-153.75 Lac.-,-105.91 Lac.-,1.71 Cr.-,4.10 Cr.-,6.16 Cr.-,6.86 Cr.-,,4.57 Cr.167.35 %,,,,,,,,,
AKJCL,Revenue TTMYOY,,17.90 Cr.-6.87 %,17.41 Cr.-3.33 %,17.63 Cr.-0.65 %,19.03 Cr.6.82 %,19.74 Cr.10.24 %,22.33 Cr.28.25 %,23.58 Cr.33.73 %,,21.80 Cr.14.56 %,,,,,,,,,
API,PE Ratio,,"24,977.9",26.2,22.4,24.2,41.9,39.6,36.2,,38.7,,,,,,,,,
API,PB Ratio,,3.3,2.7,2.6,2.8,2.7,2.5,2.6,,2.9,,,,,,,,,
API,PS Ratio,,19.5,12.1,11.4,12.3,10.7,10.1,10.6,,12.0,,,,,,,,,
API,ROE TTM,,7.57 %,11.03 %,12.13 %,11.86 %,6.49 %,7.58 %,7.93 %,,10.50 %,,,,,,,,,
API,ROA TTM,,3.73 %,5.28 %,5.79 %,5.70 %,3.13 %,3.62 %,3.85 %,,5.03 %,,,,,,,,,
API,Net Margin TTM,,36.50 %,46.23 %,50.89 %,51.15 %,25.56 %,29.34 %,30.69 %,,41.15 %,,,,,,,,,
API,Asset Turnover TTM,,10.22 %,11.41 %,11.39 %,11.13 %,12.25 %,12.34 %,12.55 %,,12.23 %,,,,,,,,,
API,EPS TTMYOY,,"7.166,604.97 %",10.63-,12.01-,"12.0095,289.09 %",6.70-6.34 %,7.97-25.01 %,8.50-29.23 %,,11.48-4.26 %,,,,,,,,,
API,BVPSYOY,,99.536.74 %,102.1812.28 %,103.9810.97 %,104.629.64 %,105.786.28 %,109.286.95 %,111.987.70 %,,115.3210.23 %,,,,,,,,,
API,Net Profit Till QtrYOY,,"45.66 Cr.6,604.97 %",18.17 Cr.-,"31.17 Cr.14,441.64 %",35.35 Cr.688.99 %,42.77 Cr.-6.34 %,26.28 Cr.44.61 %,42.62 Cr.36.75 %,,65.85 Cr.86.29 %,,,,,,,,,
API,Revenue Till QtrYOY,,125.08 Cr.180.07 %,47.81 Cr.82.76 %,87.47 Cr.41.06 %,119.71 Cr.25.77 %,167.35 Cr.33.79 %,53.85 Cr.12.64 %,96.81 Cr.10.69 %,,130.44 Cr.8.96 %,,,,,,,,,
API,Net Profit TTMYOY,,"45.66 Cr.6,604.97 %",67.83 Cr.-,76.61 Cr.-,"76.53 Cr.95,289.09 %",42.77 Cr.-6.34 %,50.87 Cr.-25.01 %,54.22 Cr.-29.23 %,,73.27 Cr.-4.26 %,,,,,,,,,
API,Revenue TTMYOY,,125.08 Cr.180.07 %,146.73 Cr.163.29 %,150.54 Cr.89.98 %,149.61 Cr.45.40 %,167.35 Cr.33.79 %,173.39 Cr.18.17 %,176.69 Cr.17.37 %,,178.08 Cr.19.03 %,,,,,,,,,
CYCL,PE Ratio,,156.6,132.0,78.0,71.3,41.5,34.3,38.1,,33.7,,,,,,,,,
CYCL,PB Ratio,,7.0,8.5,7.0,6.4,6.6,5.5,6.1,,5.4,,,,,,,,,
CYCL,PS Ratio,,5.3,6.1,5.5,5.1,5.5,4.5,4.8,,4.3,,,,,,,,,
CYCL,ROE TTM,,6.55 %,4.84 %,10.04 %,10.50 %,17.79 %,16.31 %,15.80 %,,16.07 %,,,,,,,,,
CYCL,ROA TTM,,0.62 %,0.45 %,0.94 %,1.01 %,1.74 %,1.60 %,1.58 %,,1.59 %,,,,,,,,,
CYCL,Net Margin TTM,,4.62 %,3.35 %,7.11 %,7.60 %,13.20 %,12.61 %,12.42 %,,13.13 %,,,,,,,,,
CYCL,Asset Turnover TTM,,13.43 %,13.29 %,13.18 %,13.31 %,13.17 %,12.70 %,12.69 %,,12.10 %,,,,,,,,,
CYCL,EPS TTMYOY,,14.30575.33 %,10.59-,"22.581,994.47 %",24.75154.21 %,44.09208.44 %,41.62293.15 %,41.8985.54 %,,43.1874.47 %,,,,,,,,,
CYCL,BVPSYOY,,222.692.96 %,219.27-0.88 %,251.7517.46 %,268.5124.08 %,277.1724.47 %,259.2418.23 %,268.726.74 %,,269.540.38 %,,,,,,,,,
CYCL,Net Profit Till QtrYOY,,3.81 Cr.575.33 %,-79.82 Lac.-,4.32 Cr.104.58 %,5.59 Cr.99.45 %,11.75 Cr.208.44 %,-145.74 Lac.-,3.73 Cr.-13.61 %,,5.34 Cr.-4.35 %,,,,,,,,,
CYCL,Revenue Till QtrYOY,,82.51 Cr.34.53 %,19.62 Cr.8.73 %,40.50 Cr.5.33 %,62.61 Cr.7.37 %,89.00 Cr.7.87 %,18.52 Cr.-5.58 %,41.34 Cr.2.06 %,,61.22 Cr.-2.23 %,,,,,,,,,
CYCL,Net Profit TTMYOY,,3.81 Cr.575.33 %,2.82 Cr.-,"6.02 Cr.1,994.47 %",6.59 Cr.154.21 %,11.75 Cr.208.44 %,11.09 Cr.293.15 %,11.16 Cr.85.54 %,,11.50 Cr.74.47 %,,,,,,,,,
CYCL,Revenue TTMYOY,,82.51 Cr.34.53 %,84.09 Cr.27.90 %,84.56 Cr.17.34 %,86.81 Cr.12.55 %,89.00 Cr.7.87 %,87.91 Cr.4.54 %,89.84 Cr.6.24 %,,87.61 Cr.0.92 %,,,,,,,,,
GMFIL,PE Ratio,,-827.3,-143.6,-111.7,82.8,47.3,42.4,74.8,,70.4,,,,,,,,,
GMFIL,PB Ratio,,4.4,4.7,3.7,3.3,3.1,2.9,3.0,,2.8,,,,,,,,,
GMFIL,PS Ratio,,6.1,7.0,5.5,5.9,5.9,6.6,7.3,,7.0,,,,,,,,,
GMFIL,ROE TTM,,1.09 %,-,4.26 %,7.08 %,1.89 %,7.31 %,4.22 %,,2.54 %,,,,,,,,,
GMFIL,ROA TTM,,0.16 %,-0.45 %,0.61 %,1.04 %,0.28 %,1.11 %,0.67 %,,0.41 %,,,,,,,,,
GMFIL,Net Margin TTM,,1.65 %,-4.88 %,7.08 %,12.58 %,3.73 %,15.64 %,9.82 %,,6.33 %,,,,,,,,,
GMFIL,Asset Turnover TTM,,9.73 %,9.15 %,8.63 %,8.29 %,7.54 %,7.10 %,6.83 %,,6.51 %,,,,,,,,,
GMFIL,EPS TTMYOY,,1.53-72.34 %,-4.34-,5.99-,10.18-,2.7680.50 %,10.92-,6.599.98 %,,4.05-60.19 %,,,,,,,,,
GMFIL,BVPSYOY,,141.560.04 %,132.22-4.12 %,148.596.09 %,155.5010.22 %,153.638.53 %,157.3519.01 %,164.6710.82 %,,168.388.28 %,,,,,,,,,
GMFIL,Net Profit Till QtrYOY,,1.55 Cr.-72.34 %,"-1,133.68 Lac.-",-218.81 Lac.-,3.25 Cr.-,2.80 Cr.80.50 %,-307.66 Lac.-,1.68 Cr.-,,4.56 Cr.40.25 %,,,,,,,,,
GMFIL,Revenue Till QtrYOY,,94.05 Cr.-10.00 %,20.93 Cr.-16.16 %,39.60 Cr.-17.47 %,58.84 Cr.-17.04 %,74.87 Cr.-20.40 %,16.74 Cr.-20.02 %,32.65 Cr.-17.56 %,,48.80 Cr.-17.08 %,,,,,,,,,
GMFIL,Net Profit TTMYOY,,1.55 Cr.-72.34 %,-438.99 Lac.-,6.06 Cr.-,10.31 Cr.-,2.80 Cr.80.50 %,11.06 Cr.-,6.67 Cr.9.98 %,,4.10 Cr.-60.19 %,,,,,,,,,
GMFIL,Revenue TTMYOY,,94.05 Cr.-10.00 %,90.02 Cr.-13.56 %,85.67 Cr.-15.64 %,81.97 Cr.-16.23 %,74.87 Cr.-20.40 %,70.68 Cr.-21.49 %,67.91 Cr.-20.73 %,,64.82 Cr.-20.92 %,,,,,,,,,
NABBC,PE Ratio,,"-3,156.3",751.3,64.4,75.8,-643.7,-97.1,-114.9,,-87.9,,,,,,,,,
NABBC,PB Ratio,,23.2,21.4,72.1,84.9,81.7,83.5,54.7,,41.8,,,,,,,,,
NABBC,PS Ratio,,25.1,28.8,0.0,0.0,83.5,125.8,3.2,,2.5,,,,,,,,,
NABBC,ROE TTM,,3.07 %,14.56 %,101.08 %,-,-,-,-,,-,,,,,,,,,
NABBC,ROA TTM,,0.31 %,1.36 %,8.97 %,-0.92 %,-3.93 %,-7.38 %,-12.17 %,,-10.85 %,,,,,,,,,
NABBC,Net Margin TTM,,3.84 %,18.81 %,-2.63 %,-12.97 %,-70.47 %,-129.48 %,-2.82 %,,-287.59 %,,,,,,,,,
NABBC,Asset Turnover TTM,,8.08 %,7.24 %,-340.67 %,7.12 %,5.58 %,5.70 %,432.03 %,,3.77 %,,,,,,,,,
NABBC,EPS TTMYOY,,0.42-,1.81-,11.72-,-1.18-,-4.79-,-8.08-,-12.95-,,-11.86-,,,,,,,,,
NABBC,BVPSYOY,,14.76-18.00 %,11.94-19.02 %,10.4735.32 %,9.31-28.73 %,63.57330.77 %,9.40-21.26 %,27.21159.97 %,,32.98254.32 %,,,,,,,,,
NABBC,Net Profit Till QtrYOY,,22.05 Lac.-,-48.51 Lac.-,-45.53 Lac.-,-126.75 Lac.-,-251.69 Lac.-,-221.07 Lac.-,-473.48 Lac.-,,-497.82 Lac.-,,,,,,,,,
NABBC,Revenue Till QtrYOY,,5.74 Cr.-14.00 %,79.97 Lac.-46.19 %,"-23,668.60 Lac.-",3.04 Cr.-24.09 %,3.57 Cr.-37.81 %,50.44 Lac.-36.93 %,99.94 Lac.-,,1.63 Cr.-46.27 %,,,,,,,,,
NABBC,Net Profit TTMYOY,,22.05 Lac.-,95.13 Lac.-,6.15 Cr.-,-61.99 Lac.-,-251.69 Lac.-,-424.25 Lac.-,-679.64 Lac.-,,-622.76 Lac.-,,,,,,,,,
NABBC,Revenue TTMYOY,,5.74 Cr.-14.00 %,5.06 Cr.-27.52 %,"-23,357.80 Lac.-",4.78 Cr.-21.13 %,3.57 Cr.-37.81 %,3.28 Cr.-35.21 %,241.26 Cr.-,,2.17 Cr.-54.69 %,,,,,,,,,
NMLBBL,PE Ratio,,0.0,24.0,-77.8,112.4,39.0,34.6,15.4,,20.9,,,,,,,,,
NMLBBL,PB Ratio,,0.0,3.9,3.8,3.2,3.4,3.0,3.0,,2.8,,,,,,,,,
NMLBBL,PS Ratio,,0.0,4.9,3.6,3.2,3.5,3.1,3.0,,3.1,,,,,,,,,
NMLBBL,ROE TTM,,16.45 %,-,-,2.87 %,8.79 %,21.31 %,14.02 %,,8.55 %,,,,,,,,,
NMLBBL,ROA TTM,,2.08 %,-4.90 %,-0.57 %,0.35 %,1.17 %,2.64 %,1.82 %,,1.12 %,,,,,,,,,
NMLBBL,Net Margin TTM,,20.58 %,-43.93 %,-4.61 %,2.80 %,9.07 %,19.53 %,14.55 %,,9.53 %,,,,,,,,,
NMLBBL,Asset Turnover TTM,,10.11 %,11.15 %,12.41 %,12.60 %,12.92 %,13.51 %,12.54 %,,11.72 %,,,,,,,,,
NMLBBL,EPS TTMYOY,,31.98-,-74.73-,-8.97-,5.52-,18.17-43.17 %,40.82-,28.25-,,17.17210.89 %,,,,,,,,,
NMLBBL,BVPSYOY,,194.39-,162.95-,184.24-,192.66-,206.776.37 %,211.2129.62 %,212.7615.48 %,,180.10-6.52 %,,,,,,,,,
NMLBBL,Net Profit Till QtrYOY,,44.70 Cr.-,"-2,611.51 Lac.-",-627.09 Lac.-,5.79 Cr.-,25.40 Cr.-43.17 %,5.54 Cr.-,7.82 Cr.-,,4.38 Cr.-24.30 %,,,,,,,,,
NMLBBL,Revenue Till QtrYOY,,217.19 Cr.-,59.44 Cr.-,135.96 Cr.-,206.65 Cr.-,280.10 Cr.28.97 %,71.50 Cr.20.29 %,127.31 Cr.-6.36 %,,178.24 Cr.-13.75 %,,,,,,,,,
NMLBBL,Net Profit TTMYOY,,44.70 Cr.-,"-10,446.03 Lac.-","-1,254.17 Lac.-",7.72 Cr.-,25.40 Cr.-43.17 %,57.05 Cr.-,39.49 Cr.-,,23.99 Cr.210.89 %,,,,,,,,,
NMLBBL,Revenue TTMYOY,,217.19 Cr.-,237.77 Cr.-,271.91 Cr.-,275.47 Cr.-,280.10 Cr.28.97 %,292.16 Cr.22.88 %,271.45 Cr.-0.17 %,,251.69 Cr.-8.63 %,,,,,,,,,
PFL,PE Ratio,,-84.3,-71.1,-46.2,-5.8,39.1,42.9,4.2,,4.1,,,,,,,,,
PFL,PB Ratio,,5.7,6.0,3.9,7.7,7.7,8.1,4.9,,4.9,,,,,,,,,
PFL,PS Ratio,,4.2,5.1,3.1,3.6,4.9,5.6,6.6,,6.6,,,,,,,,,
PFL,ROE TTM,,-,-,-,14.10 %,13.52 %,14.48 %,163.01 %,,18.19 %,,,,,,,,,
PFL,ROA TTM,,-0.74 %,-0.69 %,-5.65 %,1.10 %,1.02 %,1.00 %,11.35 %,,1.41 %,,,,,,,,,
PFL,Net Margin TTM,,-7.15 %,-7.12 %,-61.77 %,12.06 %,12.51 %,13.09 %,158.12 %,,20.96 %,,,,,,,,,
PFL,Asset Turnover TTM,,10.38 %,9.73 %,9.15 %,9.13 %,8.16 %,7.62 %,7.18 %,,6.74 %,,,,,,,,,
PFL,EPS TTMYOY,,-Infinity-,-Infinity-,-Infinity-,Infinity-,Infinity-,Infinity-,Infinity-,,Infinity-16.58 %,,,,,,,,,
PFL,BVPSYOY,,Infinity-13.57 %,Infinity-21.26 %,Infinity-60.10 %,Infinity-58.10 %,Infinity-56.53 %,Infinity-55.99 %,Infinity44.94 %,,Infinity30.06 %,,,,,,,,,
PFL,Net Profit Till QtrYOY,,"-1,064.59 Lac.-",-490.01 Lac.-,"-6,500.32 Lac.-",7.20 Cr.-,11.39 Cr.-,-645.24 Lac.-,23.38 Cr.-,,7.31 Cr.1.55 %,,,,,,,,,
PFL,Revenue Till QtrYOY,,148.99 Cr.-12.54 %,30.79 Cr.-23.76 %,55.94 Cr.-29.17 %,79.28 Cr.-30.43 %,91.05 Cr.-38.89 %,14.92 Cr.-51.56 %,28.00 Cr.-49.96 %,,43.12 Cr.-45.62 %,,,,,,,,,
PFL,Net Profit TTMYOY,,"-1,064.59 Lac.-",-992.90 Lac.-,"-7,779.85 Lac.-",13.79 Cr.-,11.39 Cr.-,9.84 Cr.-,99.78 Cr.-,,11.50 Cr.-16.58 %,,,,,,,,,
PFL,Revenue TTMYOY,,148.99 Cr.-12.54 %,139.40 Cr.-17.30 %,125.94 Cr.-24.29 %,114.31 Cr.-27.87 %,91.05 Cr.-38.89 %,75.18 Cr.-46.07 %,63.10 Cr.-49.90 %,,54.88 Cr.-51.99 %,,,,,,,,,
SAMAJ,PE Ratio,,,60.7,115.5,80.1,38.0,,,,,,,,,,,,,
SAMAJ,PB Ratio,,,15.7,15.5,10.8,9.1,,,,,,,,,,,,,
SAMAJ,PS Ratio,,,7.3,12.7,8.8,9.4,,,,,,,,,,,,,
SAMAJ,ROE TTM,,,29.01 %,13.86 %,22.05 %,26.09 %,,,,,,,,,,,,,
SAMAJ,ROA TTM,,,3.01 %,1.47 %,2.40 %,2.89 %,,,,,,,,,,,,,
SAMAJ,Net Margin TTM,,,12.08 %,10.96 %,11.19 %,24.62 %,,,,,,,,,,,,,
SAMAJ,Asset Turnover TTM,,,24.88 %,13.38 %,21.50 %,11.74 %,,,,,,,,,,,,,
SAMAJ,EPS TTMYOY,,,Infinity-,Infinity-,Infinity-,Infinity176.60 %,,,,,,,,,,,,,
SAMAJ,BVPSYOY,,,Infinity31.44 %,Infinity11.98 %,Infinity27.45 %,Infinity12.55 %,,,,,,,,,,,,,
SAMAJ,Net Profit Till QtrYOY,,,51.31 Lac.-,0.12 Lac.-,39.22 Lac.-,1.42 Cr.176.60 %,,,,,,,,,,,,,
SAMAJ,Revenue Till QtrYOY,,,6.28 Cr.392.36 %,2.74 Cr.-2.26 %,4.26 Cr.991.35 %,5.76 Cr.-8.26 %,,,,,,,,,,,,,
SAMAJ,Net Profit TTMYOY,,,1.36 Cr.-,68.13 Lac.-,1.14 Cr.-,1.42 Cr.176.60 %,,,,,,,,,,,,,
SAMAJ,Revenue TTMYOY,,,11.29 Cr.121.18 %,6.22 Cr.10.81 %,"10.15 Cr.1,852.49 %",5.76 Cr.-8.26 %,,,,,,,,,,,,,
ADBL,PE Ratio,,,15.0,9.0,14.1,31.1,11.4,11.8,,12.2,,,,,,,,,
ADBL,PB Ratio,,,1.6,1.2,1.3,1.5,1.3,1.3,,1.4,,,,,,,,,
ADBL,PS Ratio,,,1.8,1.5,2.1,2.0,1.6,1.5,,1.4,,,,,,,,,
ADBL,ROE TTM,,,14.45 %,9.15 %,4.79 %,12.03 %,11.34 %,11.39 %,,10.35 %,,,,,,,,,
ADBL,ROA TTM,,,1.45 %,1.03 %,0.53 %,1.29 %,1.18 %,1.14 %,,0.90 %,,,,,,,,,
ADBL,Net Margin TTM,,,16.89 %,14.73 %,6.44 %,13.82 %,13.05 %,11.13 %,,12.62 %,,,,,,,,,
ADBL,Asset Turnover TTM,,,8.58 %,6.97 %,8.19 %,9.37 %,9.05 %,10.24 %,,7.17 %,,,,,,,,,
ADBL,EPS TTMYOY,,,30.59162.93 %,19.70-35.06 %,10.41-60.64 %,26.7616.12 %,25.47-16.74 %,25.5829.89 %,,23.619.39 %,,,,,,,,,
ADBL,BVPSYOY,,,224.2115.31 %,212.012.49 %,218.543.45 %,235.746.32 %,231.983.47 %,224.375.83 %,,230.495.47 %,,,,,,,,,
ADBL,Net Profit Till QtrYOY,,,10.94 Cr.-,79.46 Cr.-37.62 %,16.00 Lac.-99.91 %,382.85 Cr.16.12 %,-757.52 Lac.-,62.59 Cr.-21.22 %,,114.95 Cr.-28.15 %,,,,,,,,,
ADBL,Revenue Till QtrYOY,,,528.00 Cr.-18.99 %,528.00 Cr.-60.27 %,"1,612.90 Cr.-19.97 %","2,770.08 Cr.2.06 %",549.58 Cr.4.09 %,"1,046.05 Cr.98.12 %",,"1,520.23 Cr.-5.75 %",,,,,,,,,
ADBL,Net Profit TTMYOY,,,437.60 Cr.162.93 %,281.78 Cr.-35.06 %,148.99 Cr.-60.64 %,382.85 Cr.16.12 %,364.33 Cr.-16.74 %,365.99 Cr.29.89 %,,337.81 Cr.9.39 %,,,,,,,,,
ADBL,Revenue TTMYOY,,,"2,590.38 Cr.5.19 %","1,913.23 Cr.-25.42 %","2,311.78 Cr.-12.01 %","2,770.08 Cr.2.06 %","2,791.66 Cr.7.77 %","3,288.14 Cr.71.86 %",,"2,677.41 Cr.15.82 %",,,,,,,,,
AHL,PE Ratio,,-43.0,-43.2,-111.4,-54.2,-76.7,-73.4,-91.1,,-41.3,,,,,,,,,
AHL,PB Ratio,,7.3,7.4,8.5,7.5,7.3,7.0,6.3,,0.0,,,,,,,,,
AHL,PS Ratio,,18.4,18.5,26.6,17.7,15.8,15.2,14.3,,15.9,,,,,,,,,
AHL,ROE TTM,,-,-,-,-,-,-,-,,-,,,,,,,,,
AHL,ROA TTM,,-4.08 %,-3.52 %,-3.21 %,-2.81 %,-2.11 %,-1.59 %,-3.57 %,,-3.61 %,,,,,,,,,
